"자치구","대여소명","기준년월","대여건수","반납건수"
"송파구","1228. 마천사거리 ","202408","801","969"
"송파구","1230. 송파중학교 정문","202408","561","555"
"송파구","1239. 문정 법조단지3","202408","678","659"
"마포구","107. 신한은행 서교동지점","202408","2528","2733"
"마포구","411. DMC홍보관","202408","1546","1567"
"송파구","1240. 문정 법조단지4","202408","817","749"
"송파구","1241. 문정 법조단지5","202408","638","573"
"송파구","1242. 문정 법조단지6","202408","155","155"
"송파구","1243. 문정 법조단지7","202408","2527","2567"
"송파구","1244. 문정 법조단지8","202408","3254","3254"
"송파구","1245. 문정 법조단지9","202408","1615","1594"
"송파구","1246. 문정 법조단지10","202408","2109","2094"
"송파구","1247. 문정 법조단지11","202408","943","934"
"송파구","1248. 방이초등학교","202408","2623","2336"
"마포구","412. DMC산학협력연구센터 앞","202408","1621","1622"
"성북구","1328. 월곡역 3번출구","202408","2907","3120"
"중랑구","1411. 상봉시장앞 교차로 한성빌딩 앞","202408","1520","1538"
"노원구","1602. 광운대역 앞","202408","2133","2209"
"노원구","1625. 상계역 3번출구","202408","5382","5409"
"노원구","1627. 수락산역 4번출구","202408","1691","1684"
"도봉구","1706. 방학동우체국 건너편","202408","1056","1083"
"구로구","1914. 대림역4번출구","202408","3689","3678"
"구로구","1925. 동양미래대학교 정문 옆","202408","4242","4278"
"마포구","413. 상암월드컵파크 3단지 후문","202408","866","823"
"구로구","1931. 개봉역2번출구 A","202408","1662","2133"
"동작구","2032. 이수역 11번출구쪽","202408","2041","2475"
"동작구","2034. 사당역 7번출구쪽","202408","749","773"
"서초구","2203. 청계산입구역 2번출구","202408","242","176"
"서초구","2207. 내곡파출소 뒤 정자","202408","152","110"
"서초구","2211. 서초구립반포도서관 앞","202408","1536","1514"
"서초구","2215. 반포종합운동장 입구","202408","1008","1070"
"서초구","2248. 서초리슈빌S 글로벌 앞","202408","280","258"
"마포구","417. DMC역 2번출구 옆","202408","2122","1810"
"송파구","1204. 거여역 3번출구","202408","1782","1819"
"성북구","1303. 돈암초교 입구","202408","968","997"
"동작구","2026. 흑석역 4번출구","202408","662","816"
"송파구","1221. 삼전역 4번출구","202408","2091","2203"
"서초구","2264. 이수역 1번출구","202408","2711","2830"
"구로구","1955. 디지털입구 교차로","202408","3062","3077"
"강남구","2351. 청소년수련관(수영장)앞","202408","401","293"
"종로구","446. 상명대입구","202408","468","440"
"종로구","447. 신영동삼거리","202408","100","99"
"마포구","414. 상암동주민센터 옆","202408","2635","2716"
"종로구","449. 일성아파트","202408","231","59"
"중랑구","1440. 면목2동 사거리","202408","1577","2033"
"중구","389. 을지로4가역 1번출구","202408","1230","1224"
"중구","390. 충무로역 1번출구","202408","921","875"
"중구","826. 서울역 서부교차로2","202408","1506","1606"
"성북구","1305. 성북구청","202408","1134","1196"
"강북구","1501. 미아역 3번,4번 출구 사이","202408","1268","1256"
"서초구","2265. 이수고가차도 남단","202408","1657","1829"
"마포구","415. DMC역 9번출구 앞","202408","3079","3032"
"관악구","2110. 조원동 미성아파트","202408","2089","2201"
"관악구","2139. 서울신성초등학교","202408","719","716"
"관악구","2156. 신림푸르지오아파트","202408","1110","1070"
"강남구","2354. 청담역 2번출구","202408","189","162"
"강남구","2356. 강남구청","202408","465","356"
"강남구","2360. 도곡1동 주민센터 교차로","202408","738","732"
"강남구","2358. 구룡초사거리 (현대아파트10동 앞 )","202408","621","601"
"강남구","2359. 국립국악중,고교 정문 맞은편","202408","1130","1127"
"강남구","2349. 역삼빌딩 앞(하나은행 옆)","202408","584","237"
"마포구","416. 상암월드컵파크 1단지 교차로","202408","872","480"
"강남구","2350. 래미안그레이튼102동앞","202408","246","234"
"강남구","2347. 두산건설 본사","202408","212","114"
"강남구","2352. 서울본부세관(건설회관 앞)","202408","426","169"
"강남구","2353. 강남구청역 2번출구 뒤","202408","891","476"
"노원구","1642. 서울여대 남문","202408","1006","733"
"관악구","2111. 서울대입구역 1번출구","202408","1472","1471"
"강남구","2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)","202408","390","374"
"성동구","594. 중랑물재생센터(서울새활용플라자)","202408","1141","1307"
"마포구","422. 문화비축기지","202408","350","359"
"광진구","500. 어린이대공원역 3번출구 앞","202408","2837","2824"
"노원구","1641. 한내근린공원 남측","202408","884","997"
"노원구","1640. 한내근린공원 북측","202408","1439","1606"
"광진구","590. 건국대학교 (입학정보관)","202408","1502","1507"
"광진구","591. 건국대학교 (행정관)","202408","699","702"
"광진구","592. 건국대학교 학생회관","202408","2404","2620"
"강서구","1149. 신방화역환승주차장","202408","5090","5080"
"관악구","2136. 신림역 8번출구","202408","4127","4159"
"중구","391. 시립미술관","202408","848","841"
"종로구","450. 효자동 삼거리","202408","1186","765"
"종로구","451. 청와대앞길","202408","274","106"
"광진구","501. 광진구의회 앞","202408","2791","2407"
"광진구","593.자양중앙나들목","202408","2526","2743"
"송파구","1250.문정2동 주민센터","202408","180","151"
"광진구","3500. 군자역2번출구","202408","2902","2906"
"광진구","3501. 광진구청 앞","202408","2444","2429"
"광진구","3502. 중곡역 1번출구","202408","1349","1347"
"광진구","3503. 광진유진스웰","202408","78","35"
"광진구","3504. 원일교회","202408","3155","3092"
"광진구","3505. 신양초교앞 교차로","202408","1224","1174"
"광진구","502. 자양(뚝섬한강공원)역 1번출구 앞","202408","11132","11905"
"마포구","424. 롯데하이마트 (상암월드컵점) ","202408","469","461"
"마포구","425. DMC첨단산업센터","202408","401","399"
"마포구","426. 서울신용보증재단","202408","1500","1746"
"양천구","722. 경서농협 버스정류장(우리은행신정동지점방향)","202408","1508","1547"
"양천구","723. SBS방송국","202408","2290","2307"
"양천구","724. 계남공원 입구 주출입구 좌측","202408","280","184"
"양천구","725. 양강중학교앞 교차로","202408","203","202"
"양천구","726. 목동3단지 시내버스정류장","202408","4793","4839"
"마포구","108. 서교동 사거리","202409","2012","2016"
"양천구","729. 서부식자재마트 건너편","202409","2176","2379"
"양천구","731. 서울시 도로환경관리센터","202409","3625","3717"
"양천구","732. 신월중학교","202409","1144","1145"
"양천구","733. 신정이펜하우스314동","202409","690","463"
"양천구","734. 신트리공원 입구","202409","3752","3861"
"양천구","735. 영도초등학교","202409","3608","3806"
"양천구","736. 오솔길공원","202409","1423","1462"
"양천구","737. 장수공원","202409","1080","1084"
"양천구","739. 신월사거리","202409","1972","1966"
"양천구","740. 으뜸공원","202409","1037","1225"
"양천구","741. 화곡로 입구 교차로","202409","326","326"
"양천구","742. 등촌역 5번 출구 뒤","202409","1175","1184"
"양천구","743. 현대6차아파트 101동 옆","202409","1294","1344"
"양천구","744. 신목동역 2번 출구","202409","4140","3863"
"양천구","745. 강서초등학교","202409","275","302"
"양천구","746. 목동2단지 상가","202409","5261","5235"
"양천구","747. 목동3단지 상가","202409","3137","3153"
"양천구","748. 목동운동장","202409","734","789"
"광진구","505. 자양사거리 광진아크로텔 앞","202409","2666","2645"
"은평구","934. 신사동 성당","202409","239","157"
"은평구","937. 상림마을 롯데캐슬2단지 옆","202409","211","205"
"은평구","938. 금암 문화공원","202409","303","294"
"은평구","939. 은평구청 교차로","202409","689","668"
"은평구","941. 은평뉴타운 도서관","202409","540","214"
"은평구","942. 상림마을 생태공원","202409","482","459"
"은평구","943. 은평구청 보건소","202409","1991","2312"
"성동구","506. 금호 어울림 아파트 앞","202409","968","948"
"은평구","945. 기자촌 사거리 A","202409","138","92"
"은평구","946. 독바위역 ","202409","774","761"
"은평구","947. 연신내 선일하이츠빌 정류소","202409","434","416"
"은평구","948. 디지털미디어 시티역 4번출구(DMC역)","202409","825","850"
"은평구","949. 연신내역 1번 출구 ","202409","1389","1606"
"은평구","950. 구산역 2번 출구 예일여고 버스정류장","202409","1444","1676"
"은평구","952. 서울연신중학교","202409","537","535"
"은평구","953. 서울연신초등학교","202409","428","432"
"강동구","1023. 한국종합기술사옥 앞","202409","2383","2477"
"강동구","1024.  강동구청 앞","202409","4069","4079"
"강동구","1025. 상일초등학교","202409","728","730"
"강동구","1027. 프라자 아파트 앞","202409","1079","1062"
"강동구","1028. 포레스 주상복합 빌딩","202409","2019","2011"
"강동구","1029. 성내어울터","202409","3649","3652"
"강동구","1030. 미호 플랜트 앞","202409","1916","1893"
"강동구","1031. 올림픽로 836(아리수로)","202409","581","712"
"강동구","1032. 선사고등학교","202409","1572","1770"
"성동구","508. 성수아카데미타워 앞","202409","2213","1835"
"강동구","1033. 고덕동 아남아파트","202409","1409","1133"
"강동구","1034. 고덕동 래미안 힐스테이트","202409","665","551"
"강동구","1036. 고덕동 주양쇼핑","202409","1127","1102"
"강동구","1037. 강일리버파크 6단지","202409","266","230"
"강동구","1038. 강일 다솜 어린이 공원","202409","360","401"
"강동구","1039. 고덕초등학교","202409","115","116"
"강동구","1041. 묘곡초등학교","202409","636","628"
"강동구","1042. 강일리버파크 2~5단지","202409","615","769"
"강동구","1044. 굽은다리역","202409","5056","5064"
"강서구","1150. 송정역 1번출구","202409","3358","3503"
"강서구","1151. 마곡역1번출구","202409","5177","5280"
"강서구","1152. 마곡역교차로","202409","5538","6052"
"강서구","1153. 발산역 1번, 9번 인근 대여소","202409","9797","9754"
"강서구","1155. 기쁜우리복지관","202409","2958","2907"
"강서구","1157. 강서구청","202409","4295","4977"
"성동구","510. 뚝도아리수정수센터 버스정류소 옆","202409","1473","1450"
"송파구","1251. 석촌역 2번출구","202409","3597","3597"
"송파구","1253. 오금역 3번 출구 뒤","202409","680","662"
"송파구","1256. 문정현대아파트 교차로","202409","740","730"
"송파구","1257. 가락시장역 사거리","202409","1253","1234"
"송파구","1258. 가락미륭아파트 앞","202409","457","406"
"송파구","1259. 방이역 1번출구","202409","1993","1970"
"송파구","1260. 방이동 한양3차아파트 옆","202409","1504","1502"
"성동구","511. 서울숲역 5번 출구 옆","202409","1734","1724"
"송파구","1262. 송파여성문화회관 앞","202409","3028","3026"
"송파구","1263. 장지공영차고지","202409","389","409"
"송파구","1264. 천호역 10번 출구 앞","202409","3806","3797"
"송파구","1265. 문정동 근린공원","202409","543","548"
"송파구","1266. 문정동 글샘 공원","202409","940","784"
"송파구","1267. 올림픽공원 남2문 앞","202409","1412","1401"
"송파구","1268. 몽촌토성역 1번출구 옆","202409","2987","2988"
"송파구","1269. 리센츠아파트 ","202409","2126","1886"
"송파구","1271. 송파도서관","202409","1058","1055"
"성동구","512. 뚝섬역 1번 출구 옆","202409","3313","3313"
"송파구","1274. 영파여고 앞","202409","1831","1761"
"중랑구","1442. 중랑구청 중화동 별관 앞","202409","2750","3019"
"중랑구","1444. 면목4치안센터","202409","1448","1795"
"중랑구","1445. 용마지구대 A","202409","292","382"
"중랑구","1446. 중랑전화국 교차로","202409","2387","2558"
"중랑구","1447. 면목역 3번출구","202409","3258","3379"
"중랑구","1448. 코스트코 상봉점","202409","2667","2693"
"마포구","400. 상암한화오벨리스크 1차 앞","202409","1491","1528"
"강북구","1526. 강북종합시장 앞","202409","1108","1065"
"강북구","1527. 미아역 1번 출구 뒤","202409","878","850"
"강북구","1528. 삼각산동 주민센터","202409","755","426"
"강북구","1529. 미아동 한국전력공사","202409","1711","1723"
"강북구","1530. 광산사거리","202409","2143","2234"
"강북구","1531. 미아사거리 1번 출구","202409","2710","2821"
"강북구","1532. 번3동 주민센터 교차로","202409","1023","1157"
"강북구","1533. 번동 주공3, 4단지 교차로","202409","1383","1529"
"강북구","1535. 효성인텔리안 앞","202409","2443","2447"
"성동구","513. 뚝섬역 5번 출구 정류소 옆","202409","1417","1410"
"강북구","1536. 번동 두산위브 101동 옆","202409","973","966"
"노원구","1643. 태릉입구역 8번출구","202409","2758","2800"
"노원구","1646. 삼육대 입구","202409","529","522"
"노원구","1650. 중계근린공원내","202409","4631","4692"
"노원구","1651. 상계동 우방유쉘아파트 앞","202409","1376","1367"
"성동구","514. 성수사거리 버스정류장 앞","202409","3227","3191"
"노원구","1652. 파르코 앞","202409","576","580"
"노원구","1653. 노원역1번출구","202409","4781","4800"
"노원구","1654. 당고개입구 오거리","202409","832","804"
"노원구","1655. 공릉1단지아파트","202409","3597","3612"
"노원구","1656. 중앙하이츠 아파트 입구","202409","3210","3132"
"노원구","1657. 노원구청 ","202409","2170","2183"
"노원구","1659. 중계동 을지중학교","202409","1085","995"
"노원구","1660. 서울시립과학관","202409","650","476"
"도봉구","1713. 쌍문동 이안아파트 앞","202409","667","242"
"도봉구","1714. 도봉문화정보도서관 삼거리","202409","484","117"
"도봉구","1715. 서울특별시교육청도봉도서관","202409","886","891"
"도봉구","1716. 창동역 1번출구 건너편","202409","1551","1524"
"도봉구","1719. 신도봉사거리 버스정류장","202409","1038","1072"
"도봉구","1720. 도봉구청 옆(중랑천변)","202409","1688","1735"
"도봉구","1721. 창동역 2번출구 ","202409","4528","5219"
"광진구","516. 광진메디칼 앞","202409","1870","1870"
"금천구","1839. 수출의 다리 아래","202409","981","977"
"금천구","1840. 솔브레인이엔지 뒤편","202409","994","1031"
"금천구","1841. 가산동 주민센터","202409","2079","2101"
"금천구","1842. 한울중학교","202409","196","55"
"금천구","1843. 독산고등학교","202409","512","431"
"금천구","1845. 롯데캐슬골드파크1차 서문","202409","702","706"
"금천구","1846. 롯데캐슬골드파크1차 동문","202409","1234","1211"
"금천구","1847. 독산주공 14단지 버스정류소","202409","324","324"
"금천구","1848. 벽산 디지털밸리 5차","202409","1791","2042"
"동작구","2058. 동작경찰서","202409","2363","2758"
"동작구","2059. 보라매공원 정문","202409","1785","1795"
"동작구","2060. 남성역3번출구 뒤","202409","1603","2013"
"동작구","2062. 사당새마을금고","202409","480","431"
"관악구","2159. 인헌초교","202409","339","320"
"서초구","2266. 서초역 3번출구","202409","990","984"
"중구","300. 정동사거리","202409","1067","1056"
"서초구","2268. 서초4동주민센터 ","202409","1364","1381"
"서초구","2269. 주홍교 하부","202409","349","183"
"서초구","2270. 서초포레스타 7단지","202409","458","404"
"서초구","2271. 내방역 8번출구 앞","202409","885","929"
"서초구","2272. 교대입구 교차로","202409","595","565"
"서초구","2273. 일동제약 사거리","202409","778","771"
"서초구","2274. 양재시민의숲역 3번출구","202409","1643","1611"
"서초구","2275. 염곡치안센터 건너편","202409","103","111"
"서초구","2276. 영동1교 (양재천근린공원)","202409","744","739"
"서초구","2277. 길마중4교 하부","202409","1336","1512"
"종로구","301. 경복궁역 7번출구 앞","202409","2104","1119"
"강남구","2362. 신사동 가로수길 입구","202409","964","904"
"강남구","2363. 강남 을지병원 교차로","202409","365","371"
"강남구","2364. 도산공원교차로","202409","573","587"
"강남구","2365. K+ 타워 앞","202409","813","798"
"강남구","2368. 도곡동 경남아파트 건너편","202409","462","317"
"강남구","2369. KT선릉타워","202409","1428","1423"
"강남구","2370. 한티역 3번출구","202409","422","399"
"종로구","302. 경복궁역 6번출구 뒤","202409","3058","2896"
"강남구","2371. 한국우편사업진흥원","202409","337","178"
"강남구","2372. 대치역 사거리","202409","1246","1307"
"강남구","2373. 개포동역 사거리","202409","596","486"
"강남구","2375. 수서역 1번출구 앞","202409","1525","1682"
"강남구","2376. 수서역 6번출구 앞","202409","742","747"
"강남구","2377. 수서역 5번출구","202409","2896","3125"
"서대문구","3100. 북성초교","202409","286","263"
"서대문구","3101. 서대문구청","202409","382","314"
"종로구","303. 광화문역 1번출구 앞","202409","3131","2920"
"서대문구","3102. 연희삼거리","202409","1218","1219"
"광진구","3506. 영동대교 북단","202409","1860","1859"
"광진구","3507. 어린이회관","202409","1253","898"
"광진구","3508. 화양사거리","202409","1031","979"
"광진구","3509. 세종사이버대학교","202409","4052","4125"
"성동구","3511. 응봉역 1번출구","202409","5168","5585"
"성동구","3513. 상왕십리역 1번출구","202409","2497","1536"
"성동구","3514. 왕십리교회옆","202409","3089","3086"
"성동구","3515. 서울숲 관리사무소","202409","2570","2218"
"서대문구","115. 마스타 빌딩 앞","202409","1177","950"
"성북구","1336. 성북3교 위","202409","1374","1290"
"성북구","1337. 돈암성당 옆","202409","2073","2093"
"성북구","1338. 용문2교 옆","202409","1552","1565"
"성북구","1339. 삼성전자서비스 성북센터","202409","1107","1089"
"성북구","1340. 광운초등학교 앞","202409","1191","1141"
"성북구","1342. 성북쉼터 앞","202409","280","77"
"성북구","1343. 한성대7번출구 앞","202409","593","589"
"성북구","1344. 아리랑시네센터 앞","202409","597","243"
"종로구","305. 종로구청 옆","202409","2787","2769"
"성북구","1346. 길음8골어린이공원 옆","202409","1057","1061"
"성북구","1347. 길음래미안아파트817동 상가 앞","202409","422","420"
"성북구","1348. 성북제일새마을금고 본점 앞","202409","608","751"
"성북구","1349. 월계2교 버스정류장 앞","202409","545","525"
"성북구","1351. 안암2교 옆","202409","2348","2458"
"성북구","1352. e 편한세상 보문아파트 내","202409","173","111"
"성북구","1353. 금호어울림센터힐 내","202409","377","372"
"구로구","1956. 동아1차APT105동 버스정류장(신도림중학교 방면)","202409","2260","2242"
"구로구","1957. 구일고등학교 정문 ","202409","2894","3026"
"구로구","1958. 강서수도사업소민원센터","202409","2088","2380"
"구로구","1959. 구로구의회 앞","202409","2107","2311"
"구로구","1960. 구로거리공원 동측(신도림역 방면)","202409","1449","1416"
"구로구","1961. 신도림테크노근린공원","202409","4353","4400"
"구로구","1962. 가리봉동주민센터","202409","1793","1692"
"구로구","1964. 원메디타운 앞","202409","2933","2900"
"구로구","1965. 삼환로즈빌아파트 105동 옆","202409","1296","1128"
"구로구","1966. 한마을아파트 정문상가","202409","1955","1963"
"구로구","1967. 참새공원(백곡경노당)","202409","520","585"
"종로구","307. 서울역사박물관 앞","202409","1159","1085"
"구로구","1969. 궁동생태공원","202409","172","170"
"구로구","1971. 오정초교 앞 보도육교","202409","216","182"
"구로구","1973. 오리로와 서해안도로 교차로 앞","202409","438","341"
"구로구","1974. 신도림2차e편한세상아파트 203동 앞","202409","1463","1235"
"구로구","1975. 대림역 1번 출입구 밑","202409","2045","2016"
"구로구","1976. 남구로역 5번 출입구 앞","202409","815","619"
"구로구","1977. 천왕역 1번 출입구 앞","202409","1933","1700"
"종로구","308. 광화문 S타워 앞","202409","2831","2712"
"구로구","1981. 천왕지구삼거리 앞","202409","892","1108"
"강남구","2380. 삼성동베이직하우스앞","202409","502","485"
"강남구","2381. 언주역 3번출구앞","202409","546","522"
"강남구","2382. 역삼동 sk뷰 501동앞","202409","486","483"
"강남구","2383. 보금자리정원","202409","303","390"
"강서구","1158. 가양역 8번출구","202409","5235","5392"
"종로구","309. 광화문역 6번출구 옆 B","202409","909","671"
"강서구","1159. 서서울모터리움 앞","202409","926","814"
"강서구","1160. 양천향교역 7번출구앞","202409","7043","7053"
"강서구","1161. 강서면허시험장 앞","202409","494","285"
"강서구","1162. 공항초등학교건너편","202409","3629","3630"
"강서구","1163. 방화동강서기동대앞","202409","3341","3451"
"관악구","2164. 관악우체국","202409","1110","1102"
"중구","310. 청계광장 옆","202409","1492","1337"
"관악구","2165. JK장평타워","202409","314","213"
"관악구","2167. 낙성대역 1번출구","202409","569","552"
"광진구","3518. 군자역 7번출구뒤","202409","5818","5808"
"관악구","2169. 봉천역 2번출구","202409","1630","1736"
"관악구","2170. 조원동 강남힐병원","202409","1176","1145"
"광진구","3517. 용마사거리","202409","2119","2211"
"관악구","2172. 나들목공원","202409","792","666"
"관악구","2173. 당곡사거리","202409","3273","3299"
"관악구","2174. 삼성디지털프라자관악점","202409","881","846"
"관악구","2175. 신림동걷고싶은문화의거리입구","202409","1469","1474"
"광진구","3516. 구의아리수정수센터앞","202409","1002","899"
"구로구","1983. 구로동롯데아파트","202409","1074","1026"
"구로구","1984. 구로구청","202409","1018","1100"
"구로구","1985. 구로도서관","202409","4409","4023"
"금천구","1849. 대륭포스트타워5차","202409","651","690"
"금천구","1850. 코오롱테크노밸리","202409","385","384"
"노원구","1661. 당현천근린공원","202409","1982","1888"
"노원구","1662. 노원역7번출구","202409","3501","3777"
"노원구","1663. 동해문화예술관앞","202409","4137","4146"
"노원구","1665. 양지근린공원앞","202409","1797","1206"
"노원구","1666. 노원소방서인근","202409","909","773"
"노원구","1667. 중계중학교","202409","2157","2151"
"노원구","1668. 중계역 6번출구","202409","3289","3431"
"노원구","1669. 중계역 3번출구","202409","2636","2577"
"노원구","1670. 노원경찰서교차로","202409","1616","1572"
"노원구","1671. 인덕대학교","202409","940","1042"
"노원구","1672. 상계동수락리버시티","202409","627","746"
"노원구","1674. 서울북부고용센터앞","202409","3757","3719"
"도봉구","1722. 창동청소년수련관","202409","1317","1268"
"도봉구","1723. 방학동학마을도서관","202409","473","476"
"도봉구","1725. 창1동주민센터","202409","687","714"
"도봉구","1726. 삼익세라믹아파트교차로","202409","1374","1363"
"도봉구","1727. 서울도봉초등학교인근","202409","691","660"
"동대문구","646. 장한평역 3번출구","202409","3388","3816"
"종로구","314. 국립현대미술관","202409","1378","1376"
"동대문구","648. 장안동위더스빌옆","202409","3550","3561"
"동대문구","650. 중랑교사거리","202409","1888","1850"
"서초구","2279. 교대역 5번출구뒤","202409","1602","1645"
"서초구","2280. 서울서초고용센터앞","202409","611","530"
"서초구","2281. 연세사랑병원신관앞","202409","382","384"
"서초구","2283. 그룹한빌딩옆","202409","447","115"
"서초구","2284. CJ오쇼핑앞","202409","336","209"
"서초구","2285. LH서초3단지 301동 맞은편","202409","504","488"
"서초구","2286. 탑성마을입구","202409","45","11"
"서초구","2287. 능안마을입구","202409","84","39"
"서초구","2288. 안골마을입구","202409","62","40"
"서초구","2289. 남태령역 2번출구","202409","197","85"
"성북구","1354. 고려대학교 2번출구","202409","2289","2297"
"종로구","316. 종각역 1번출구 앞","202409","2092","2035"
"영등포구","275. 신동아아파트","202409","3736","3832"
"영등포구","276. 영등포로터리2","202409","1835","1849"
"영등포구","278. 쌍용플레티넘오피스텔","202409","3568","3291"
"용산구","827. 국군복지단","202409","315","313"
"용산구","828. 숙대입구역 8번","202409","1172","1308"
"용산구","829. 한강대교 북단 교차로","202409","2717","2666"
"용산구","830. 강변삼성스위트아파트 앞","202409","409","378"
"용산구","831. 이태원관광특구입구A(녹사평역쪽)","202409","307","308"
"은평구","954. 은평뉴타운구파발9단지","202409","870","902"
"은평구","956. 응암시장교차로","202409","2859","3410"
"중랑구","1449. 상봉역 1번출구","202409","2618","2607"
"중랑구","1450. 화랑대역 7번출구","202409","2799","3040"
"중랑구","1451. 중랑세무서","202409","3516","3715"
"중랑구","1452. 겸재교 진입부","202409","3261","3867"
"관악구","2171. 서울대입구역 5번출구","202409","1500","1485"
"강서구","1165. 마곡중학교 후문","202409","1779","1302"
"용산구","832. 이촌1동 주민센터 뒤","202409","1458","1481"
"중구","318. 광교사거리 남측","202409","1399","1396"
"용산구","834. 효창공원앞역 3번출구 뒤","202409","1930","1976"
"용산구","835. 남영역 건너편","202409","1223","1246"
"용산구","836. 현대자동차서비스 앞","202409","1196","1251"
"용산구","837. 한남나들목 입구","202409","1521","1730"
"중랑구","1453. 중랑캠핑숲","202409","219","185"
"중랑구","1454. 한국전력공사(동대문 중랑지사)","202409","1195","1241"
"성북구","1355. 보문2교","202409","3288","3497"
"노원구","1675. 월계문화체육센터","202409","294","241"
"노원구","1677. 육군사관학교  앞","202409","1811","2027"
"양천구","749. 이대목동병원보도육교","202409","1788","1815"
"강서구","1166. 강서구립등빛도서관","202409","5821","5928"
"강서구","1167. 마곡수명산파크3단지 교차로","202409","5069","4853"
"영등포구","279. 영등포 푸르지오 아파트 B","202409","2424","2043"
"동작구","2064. 흑석한강푸르지오 106동앞","202409","59","34"
"동작구","2065. 서울시여성가족재단","202409","456","464"
"관악구","2176. 보라매공원 보도육교","202409","2643","2683"
"중구","320. 을지로입구역 4번출구 앞","202409","1533","1536"
"서초구","2293. SPC 앞","202409","812","707"
"서초구","2294. 두상빌딩 앞","202409","1767","1865"
"강남구","2384. 자곡사거리","202409","2184","2484"
"강남구","2385. 학동역","202409","785","682"
"강남구","2386. 크린랩 본사","202409","170","136"
"송파구","1275. 거여초등학교 옆","202409","705","719"
"중구","321. KEB 하나금융그룹 명동사옥 옆","202409","1138","1135"
"강동구","1048. 둔촌어린이공원","202409","2652","2663"
"강동구","1049. 강일리버파크 10단지","202409","768","810"
"종로구","393. 동대문역 8번 출구","202409","2648","2691"
"종로구","394. 경희궁 자이 3단지","202409","1105","1187"
"종로구","395. 경희궁 자이 2단지","202409","1147","1141"
"중랑구","1455. 상봉역 2번 출구","202409","3165","3174"
"용산구","838. 숙대입구역 4번출구","202409","1700","1749"
"광진구","3520. 광진경찰서","202409","3607","3598"
"광진구","3521. 현대홈타운 뒷길","202409","426","431"
"중구","322. 명동성당 앞","202409","699","696"
"중랑구","1456. 상아빌딩(우림시장 교차로)","202409","1652","1694"
"중랑구","1457. 동원사거리","202409","119","111"
"성북구","1357. 북한산보국문역","202409","287","282"
"성북구","1358. 정릉도서관 앞","202409","595","603"
"성북구","1360. 정릉역","202409","658","712"
"강북구","1537. 북한산 우이역","202409","583","529"
"강북구","1538. 솔밭공원역","202409","229","218"
"강북구","1539. 4.19민주묘지역","202409","752","741"
"강북구","1540. 가오리역","202409","1102","1089"
"강북구","1541. 삼양역","202409","215","190"
"강북구","1542. 삼양사거리역","202409","446","429"
"노원구","1678. 성서대학교 밀알관","202409","622","615"
"노원구","1679. 삼육대 도서관","202409","454","362"
"노원구","1680. 삼육대 제3과학관","202409","149","87"
"마포구","427. 성산시영아파트","202409","1932","2020"
"양천구","750. 연의근린공원 건너편","202409","1223","1263"
"중구","324. 신세계백화점 본점 앞","202409","857","853"
"양천구","752. 성원2차 아파트","202409","1162","980"
"강서구","1168. 마곡엠밸리10단지 앞","202409","2298","2134"
"금천구","1851. 가산디지털단지 9번출구 인근","202409","3582","3547"
"서초구","2297. 남부터미널역 1번출구","202409","728","572"
"서초구","2299. 한전아트센터 앞","202409","964","921"
"강남구","2387. 래미안강남힐즈 사거리","202409","1256","1257"
"송파구","1277. 성내7교","202409","1327","1331"
"송파구","1278. 송파구청 교차로","202409","2373","2361"
"송파구","1279. 마천금호어울림 1차아파트 건너편","202409","354","359"
"송파구","1280. 송파파크데일 2단지입구 앞 주차장","202409","514","516"
"송파구","1282. 송파소방서 맞은편(성내4교)","202409","1893","2127"
"송파구","1283. 오금공원 사거리","202409","173","116"
"송파구","1285. 위례별 유치원 뒤","202409","474","444"
"송파구","1286. 위례중앙푸르지오 1단지 앞","202409","1166","1168"
"송파구","1287. 위례아이파크 101동 맞은편","202409","510","511"
"송파구","1288. 문정중교 사거리","202409","1174","1069"
"종로구","326. 안국역 5번출구 앞","202409","1625","1307"
"강동구","1050.  둔촌역 3번 출입구","202409","5913","5945"
"강동구","1051. 강일중,선사고 버스정류장(신암중학교 방면)","202409","1189","1214"
"송파구","1289. 풍납토성 서성벽터B","202409","829","887"
"강북구","1543. 수유1동 주민센터","202409","893","905"
"성북구","1361. 홍익중고 입구","202409","943","784"
"노원구","1681. 현대6차 아파트","202409","1854","1419"
"노원구","1682. 중계종합사회복지관 교차로","202409","650","650"
"광진구","3510. 중곡SK아파트앞","202409","597","511"
"광진구","3523. 건국대학교 과학관(이과대) 앞","202409","1527","1589"
"종로구","327. 낙원상가 옆","202409","1631","1623"
"종로구","397. 종묘공영주차장 건너편","202409","404","397"
"강남구","2388. 강남구 도시관리공단","202409","614","309"
"도봉구","1728. 서울북부지방법원","202409","484","486"
"중구","398. 을지로3가역 3번출구","202409","2146","2148"
"중구","399. 서울역 센트럴 자이아파트","202409","927","547"
"중구","428. 명보사거리","202409","534","530"
"중구","429. 송도병원","202409","143","67"
"중구","430. 장충동먹자골목 앞","202409","1114","1197"
"종로구","328. 탑골공원 앞","202409","927","838"
"중구","431. 청계천 영도교","202409","4636","4435"
"용산구","839. 보광동 삼성리버빌아파트 앞","202409","891","907"
